Material,Color,Opacity,A=410nm,B=435nm,C=460nm,D=485nm,E=510nm,F=535nm,G=560nm,H=585nm,I=645nm,J=705nm,K=900nm,L=940nm,R=610nm,S=680nm,T=730nm,U=760nm,V=810nm,W860nm
Cot,Pur,,2911.85,1463.35,2607.99,1613.6,1307.26,1054.91,591.91,1235.92,559.43,1112.05,2308.97,2931.4,840.75,1672.99,3207.42,3369.35,3903.92,3877.16
Cot,Pur,,2930.38,1473.54,2608.9,1626.02,1307.26,1061.86,595.63,1244.45,560.4,1116.69,2306.83,2949.76,849.91,1692.5,3227.16,3394.59,3899.53,3898.22
Cot,Pur,,2954.77,1485.59,2634.35,1638.44,1319.09,1066.73,598.95,1254.15,560.72,1123.65,2325.04,2979.81,841.89,1705.18,3230.59,3400.48,3932.87,3913.43
Cot,Pur,,2939.16,1479.1,2616.17,1628.68,1309.48,1060.47,594.39,1244.45,553.58,1107.08,2301.47,2953.94,835.02,1660.31,3195.41,3368.51,3885.5,3883.01
Cot,Pur,,2953.79,1487.44,2632.53,1642.88,1320.57,1072.98,604.33,1259.2,567.55,1125.31,2323.43,2978.98,872.82,1683.72,3270.06,3432.44,3941.64,3926.3
Cot,Pur,,2649.44,1325.26,2345.28,1447.72,1170.47,968.05,541.82,1107.47,504.85,1015.27,2027.25,2571.65,802.95,1554.96,2907.1,3036.2,3451.24,3477.04
Cot,Pur,,2936.24,1477.25,2609.81,1627.79,1305.05,1059.78,593.15,1241.35,554.23,1117.69,2313.79,2961.45,835.02,1682.75,3246.04,3413.1,3914.45,3918.11
Cot,Pur,,2927.46,1472.61,2616.17,1621.58,1308.74,1055.61,592.32,1239.8,556.5,1117.36,2328.25,2959.78,832.73,1685.67,3250.33,3416.46,3947.78,3919.28
Cot,Pur,,2975.26,1498.56,2647.08,1652.63,1324.27,1072.29,600.19,1260.36,562.35,1123.65,2352.35,3008.19,844.18,1685.67,3274.35,3450.95,3972.35,3970.75
Cot,Pur,,2957.7,1490.22,2637.08,1640.21,1319.09,1066.73,597.7,1253.77,558.78,1126.64,2342.18,2995.67,840.75,1694.45,3278.64,3450.95,3969.71,3961.39
Cot,Pur,,2882.58,1449.45,2575.27,1595.86,1291.74,1048.66,588.18,1221.95,553.58,1103.1,2266.66,2888,847.62,1685.67,3175.67,3330.65,3842.51,3837.38
Cot,Pur,,2932.33,1474.47,2618.9,1624.25,1313.92,1062.56,596.46,1243.68,563.97,1120.67,2318.61,2953.1,855.64,1688.6,3243.46,3404.68,3923.22,3912.26
Cot,Pur,,2936.24,1480.96,2610.72,1630.46,1304.31,1060.47,593.56,1244.45,550.98,1118.68,2318.61,2978.98,832.73,1656.41,3263.2,3431.6,3938.13,3943.85
Cot,Pur,,2892.34,1455.93,2580.72,1600.3,1289.52,1045.88,586.53,1223.11,549.68,1105.09,2285.4,2913.04,830.44,1667.14,3146.5,3312.14,3867.95,3858.44
Cot,Pur,,2875.76,1445.74,2561.63,1585.21,1279.91,1037.54,582.39,1212.63,544.48,1094.82,2252.73,2880.48,830.44,1671.04,3135.35,3294.47,3824.09,3808.13
Cot,Pur,,2892.34,1455.01,2588.9,1599.41,1294.69,1045.88,587.36,1223.5,553.58,1103.1,2271.48,2893.84,838.46,1690.55,3131.91,3288.58,3835.49,3819.83
Cot,Blu,,3216.2,1641.28,2871.61,1821.18,1518.73,1254.36,739.27,1468.74,787.16,1219.12,2367.89,3025.72,1432.94,2062.22,3444.25,3545.18,4076.74,4012.87
Cot,Blu,,3319.6,1687.62,2948.87,1888.6,1608.94,1347.48,813.36,1573.13,897.29,1258.89,2383.42,3026.55,1752.51,2229.03,3545.5,3608.27,4139.03,4058.5
Cot,Blu,,3274.73,1658.89,2886.15,1851.34,1541.65,1298.84,772.38,1508.71,839.46,1243.31,2373.24,3043.25,1596.73,2150.99,3526.62,3599.02,4110.08,4063.18
Cot,Blu,,3179.13,1622.75,2828.88,1791.9,1495.81,1250.89,735.95,1426.83,780.99,1207.51,2323.43,2955.61,1443.25,2084.66,3379.89,3464.41,4016.21,3956.71
Cot,Blu,,3214.25,1641.28,2853.43,1814.08,1508.38,1264.09,740.92,1436.15,782.94,1211.49,2337.36,2974.8,1451.26,2112.95,3398.77,3487.13,4022.35,3985.96
Cot,Blu,,3136.21,1633.87,2857.97,1791.9,1473.63,1195.29,680.49,1354.27,546.43,882.02,2427.87,3084.15,942.69,1002.82,2617.94,3184.27,4042.53,4054.99
Cot,Blu,,3158.65,1657.97,2892.52,1817.63,1500.99,1216.83,697.05,1370.96,556.18,896.27,2410.2,3073.3,981.64,1037.94,2698.59,3226.33,4043.41,4043.29
Cot,Blu,,3239.61,1721.91,3010.69,1910.77,1594.15,1295.36,744.65,1424.89,598.08,929.42,2438.05,3093.33,1084.72,1092.57,2804.13,3281.01,4088.15,4085.41
Cot,Blu,,3354.72,1803.47,3148.86,2039.4,1725.03,1431.57,828.26,1516.47,666.63,975.82,2433.23,3119.2,1271.43,1187.19,2908.82,3337.38,4103.06,4133.37
Cot,Blu,,3346.92,1802.54,3148.86,2046.5,1729.46,1432.27,825.36,1512.59,662.41,965.88,2431.62,3116.7,1254.25,1183.29,2871.92,3320.55,4094.29,4126.35
Cot,Blu,,3336.19,1805.32,3160.68,2047.38,1732.42,1428.1,819.98,1500.17,646.17,952.62,2439.66,3125.05,1209.58,1132.56,2821.3,3291.11,4096.92,4134.54
Cot,Blu,,3351.8,1814.59,3189.77,2058.03,1750.17,1430.18,823.29,1513.76,657.21,958.59,2479.29,3153.43,1216.45,1144.27,2838.46,3317.19,4153.94,4139.22
Cot,Blu,,3174.26,1653.33,2865.24,1812.31,1475.85,1205.02,686.28,1366.69,545.78,890.64,2424.12,3110.02,955.29,1015.5,2671.99,3235.58,4034.63,4093.6
Cot,Blu,,3102.07,1606.99,2806.16,1758.2,1435.92,1161.24,658.55,1327.11,518.49,861.14,2391.45,3063.28,881.98,968.68,2579.32,3159.03,3981.12,4007.02
Cot,Blu,,3163.53,1653.33,2867.06,1812.31,1482.5,1209.19,690.42,1368.63,551.95,892.29,2414.48,3084.98,972.47,1029.16,2700.31,3244,4033.76,4067.86
Cot,Blu,,3235.71,1718.2,3007.05,1910.77,1594.15,1298.84,747.13,1428.39,604.91,932.07,2425.73,3079.97,1099.62,1102.32,2801.56,3268.39,4064.46,4063.18
Cot,Blu,,3332.29,1799.76,3146.13,2038.51,1724.29,1426.01,821.22,1504.83,658.19,961.24,2441.8,3117.53,1239.36,1170.61,2841.89,3297,4086.39,4117
Cot,Blk,,2238.76,1139.91,2068.03,1260.54,1015.94,848.52,459.87,981.75,341.44,640.38,1981.18,2495.7,487.95,666.27,1484.44,2215.95,3125.77,3363.56
Cot,Blk,,2184.13,1112.11,2015.31,1227.72,989.32,834.62,452,956.14,334.62,633.75,1928.16,2421.41,486.81,662.37,1494.74,2202.49,3052.95,3293.36
Cot,Blk,,2322.65,1176.98,2140.75,1308.45,1050.69,870.76,472.7,1019.39,352.16,655.63,2013.86,2564.98,490.25,672.12,1496.45,2208.37,3092.43,3334.31
Cot,Blk,,2245.59,1138.98,2073.48,1264.09,1018.16,849.21,461.52,985.24,342.41,639.39,1968.33,2492.36,485.66,663.34,1453.55,2160.42,3068.74,3307.4
Cot,Blk,,2180.23,1106.55,2017.12,1221.51,991.54,829.75,451.18,954.59,334.62,626.13,1925.48,2415.57,483.37,661.39,1446.69,2177.25,3067.87,3258.26
Cot,Blk,,2480.68,1261.31,2283.47,1408.69,1123.15,920.79,500.85,1095.44,373.92,684.8,2212.56,2819.55,499.41,681.88,1525.63,2355.6,3427.55,3684.12
Cot,Blk,,2376.3,1203.86,2185.29,1345.7,1072.13,888.13,481.39,1045,358.98,661.6,2065.81,2643.44,492.54,663.34,1439.82,2171.36,3135.42,3424.39
Cot,Blk,,2448.49,1238.15,2251.65,1385.62,1106.15,905.5,492.98,1076.82,369.38,672.87,2147.22,2747.77,494.83,680.9,1468.14,2247.07,3295.96,3529.69
Cot,Blk,,2374.35,1200.15,2163.48,1340.38,1061.78,884.65,480.56,1041.51,357.03,657.29,2051.88,2641.77,492.54,670.17,1413.22,2141.91,3100.33,3402.17
Cot,Blk,,2305.09,1167.71,2114.39,1295.14,1039.6,865.89,471.04,1010.85,350.21,657.62,2025.64,2568.31,494.83,685.78,1503.32,2210.06,3141.56,3386.96
Cot,Blk,,2247.54,1136.2,2064.39,1258.77,1014.46,846.43,460.28,983.69,341.44,637.4,1964.58,2486.52,485.66,666.27,1410.65,2099.01,3024,3278.15
Cot,Yel,,2858.2,1470.76,2587.99,1670.37,1424.83,1266.18,802.6,1653.84,1022.36,1326.84,2517.32,3206.01,2078.96,2368.53,3756.58,3840.47,4401.34,4341.62
Cot,Yel,,2857.22,1470.76,2592.54,1669.49,1425.57,1263.4,802.18,1656.94,1026.26,1325.51,2532.85,3211.85,2070.94,2398.77,3748,3837.94,4418.89,4329.92
Cot,Yel,,2930.38,1514.32,2667.99,1723.6,1477.33,1314.13,841.09,1731.06,1091.89,1405.73,2624.44,3330.38,2218.7,2584.11,3981.39,4049.11,4632.07,4524.13
Cot,Yel,,2921.6,1508.76,2650.71,1719.16,1466.24,1309.96,836.12,1717.48,1080.84,1398.77,2611.58,3314.52,2200.38,2567.53,3980.53,4039.01,4604.87,4522.96
Cot,Yel,,2936.24,1512.47,2652.53,1723.6,1467.71,1307.18,833.64,1719.81,1081.17,1392.8,2607.84,3324.54,2199.23,2514.85,3975.38,4038.17,4598.73,4503.07
Cot,Yel,,2891.36,1486.52,2610.72,1698.76,1442.57,1291.89,823.71,1689.93,1065.9,1375.23,2554.81,3259.43,2172.89,2515.83,3921.33,3957.41,4522.4,4429.37
Cot,Yel,,2928.43,1509.68,2656.17,1720.05,1468.45,1305.79,831.98,1711.66,1079.22,1390.48,2607.84,3309.51,2184.34,2547.05,3956.51,4012.93,4592.59,4486.69
Cot,Yel,,2920.63,1504.12,2646.17,1714.73,1464.76,1303.01,830.74,1707.78,1074.02,1383.19,2591.23,3292.82,2176.32,2534.36,3929.05,3989.38,4561.01,4456.28
Cot,Yel,,2926.48,1507.83,2659.81,1716.5,1469.93,1303.7,831.16,1710.49,1081.82,1387.83,2607.84,3305.34,2182.05,2521.68,3940.2,4001.15,4595.22,4463.3
Cot,Gry,,3165.48,1602.36,2827.97,1814.08,1498.03,1239.77,724.36,1518.02,771.24,1308.28,2619.08,3333.72,1412.32,2137.33,3829.51,3975.91,4551.35,4469.15
Cot,Gry,,3135.24,1586.61,2805.25,1795.45,1483.24,1225.87,715.26,1503.28,753.7,1287.73,2601.94,3311.18,1375.66,2071,3766.88,3938.9,4505.74,4423.52
Cot,Gry,,3068.9,1548.61,2748.89,1754.65,1459.58,1211.97,709.88,1478.83,762.47,1278.12,2523.21,3191.82,1416.9,2108.07,3710.24,3850.56,4389.93,4305.35
Cot,Gry,,3053.29,1543.05,2717.98,1744.89,1435.92,1201.55,699.12,1452.06,738.1,1260.55,2496.97,3190.15,1366.5,2033.93,3686.22,3802.61,4350.46,4308.86
Cot,Gry,,3116.7,1574.56,2787.98,1785.7,1472.15,1218.22,709.88,1488.14,752.4,1281.1,2576.23,3280.3,1371.08,2083.68,3745.42,3886.74,4466.26,4386.08
Cot,Gry,,3168.4,1600.51,2835.25,1812.31,1500.99,1238.38,723.95,1518.8,771.89,1306.95,2624.44,3339.56,1407.74,2134.41,3814.93,3962.45,4560.13,4464.47
Cot,Gry,,3144.02,1589.39,2807.98,1796.34,1483.98,1225.87,715.67,1501.73,756.3,1292.37,2600.34,3314.52,1373.37,2103.19,3775.46,3928.8,4501.35,4427.03
Cot,Gry,,3104.02,1574.56,2772.52,1778.6,1461.8,1214.75,706.57,1480.38,738.1,1278.45,2569.27,3276.12,1350.47,2036.86,3740.28,3890.1,4454.85,4396.61
Cot,Gry,,3106.95,1575.48,2779.8,1778.6,1468.45,1216.83,709.46,1484.65,747.52,1284.74,2569.27,3273.62,1365.36,2087.58,3759.15,3894.31,4459.24,4386.08
Cot,Gry,,3117.68,1581.04,2783.43,1786.58,1469.93,1220.31,709.88,1488.14,747.85,1284.74,2575.16,3285.31,1367.65,2077.83,3769.45,3913.66,4460.12,4403.63
Cot,Gry,,3076.71,1560.66,2769.8,1763.52,1460.32,1204.33,702.01,1469.91,736.15,1274.47,2559.63,3252.75,1336.72,2068.07,3724.83,3868.23,4445.2,4353.32
Cot,Gry,,3133.29,1584.75,2815.25,1792.79,1486.94,1223.78,713.6,1495.91,756.95,1285.41,2592.3,3289.48,1379.1,2103.19,3756.58,3897.68,4499.6,4389.59
Cot,Gry,,3089.39,1564.36,2767.98,1766.18,1461.06,1207.8,704.91,1473.79,736.8,1262.87,2540.35,3244.41,1351.61,2041.73,3694.8,3843.83,4404.85,4324.07
Cot,Gry,,3085.49,1562.51,2761.62,1767.07,1457.36,1208.5,704.5,1473.01,743.3,1276.13,2544.1,3246.91,1359.63,2055.39,3726.55,3852.25,4423.27,4349.81
Cot,Gry,,3137.19,1590.31,2794.34,1797.23,1473.63,1223.78,710.71,1492.41,744.6,1284.74,2586.41,3303.67,1361.92,2067.1,3775.46,3924.6,4466.26,4427.03
Cot,Gry,,3113.78,1578.26,2787.07,1783.03,1471.41,1214.05,707.39,1486.59,741.68,1268.17,2569.27,3277.79,1355.05,2037.83,3722.26,3887.58,4435.55,4355.66
Cot,Gry,,2063.17,1052.79,1893.5,1147,1038.12,938.86,567.49,994.94,603.61,833.29,1392.56,1683.55,1329.85,1578.37,2097.95,2143.6,2412.53,2428.78
Cot,Gry,,2101.21,1073.18,1938.04,1168.29,1064,954.84,577.84,1013.57,618.23,847.55,1425.77,1720.28,1353.9,1630.07,2138.28,2180.61,2480.96,2469.73
Cot,Gry,,2040.73,1035.19,1859.86,1123.05,1017.42,928.44,560.45,966.23,593.21,811.75,1353.46,1632.64,1318.39,1557.88,2049.04,2069.56,2353.76,2378.47
Cot,Gry,,2163.64,1100.99,1975.31,1203.77,1086.18,981.25,594.39,1043.06,637.72,867.43,1455.22,1770.36,1403.16,1658.36,2209.5,2239.5,2530.97,2543.43
Cot,Gry,,2156.82,1100.99,1981.67,1204.66,1091.36,980.56,596.05,1048.49,641.29,871.41,1472.36,1784.55,1399.72,1666.16,2211.22,2249.6,2555.53,2550.45
Cot,Gry,,2156.82,1102.84,1977.13,1201.11,1086.18,978.47,593.56,1037.24,634.15,863.13,1447.73,1757,1396.28,1652.51,2192.34,2217.63,2519.56,2527.06
Cot,Gry,,2110.97,1075.04,1926.22,1174.5,1056.61,959.01,579.91,1017.45,620.18,852.19,1424.16,1731.96,1364.21,1598.85,2160.59,2192.39,2464.29,2491.96
Cot,Gry,,1808.57,919.34,1687.15,989.1,888.76,811.69,477.67,832.74,464.56,669.22,1146.18,1371.38,1014.85,1163.78,1496.45,1577.41,1843.18,1949.11
Cot,Gry,,2008.54,1031.48,1860.77,1115.06,990.8,898.55,536.03,943.33,535.71,748.44,1287.05,1576.71,1171.78,1301.32,1743.57,1818.86,2112.5,2208.83
Cot,Gry,,1805.64,916.56,1683.51,985.55,885.06,809.6,475.6,827.7,462.94,668.89,1146.18,1375.55,1007.98,1157.93,1494.74,1574.89,1840.54,1950.28
Cot,Gry,,1229.12,596.83,1179.91,628.94,586.35,564.98,312.93,517.65,251.77,455.1,743.95,843.86,555.53,707.24,802.28,907.75,1084.32,1250.66
Cot,Wht,,3633.71,1885.02,3239.76,2143.19,1855.9,1626.85,1029.84,1901.02,1239.38,1440.53,2514.11,3219.37,2692.91,2841.65,4060.33,3998.63,4529.42,4401.29
Cot,Wht,,3700.05,1913.75,3315.21,2176.9,1914.31,1665.07,1060.06,1956.51,1273.16,1458.1,2582.66,3280.3,2773.09,2878.72,4095.51,4073.5,4615.4,4469.15
Cot,Wht,,3622.98,1873.9,3257.03,2128.11,1874.39,1622.68,1032.74,1911.5,1239.38,1427.27,2548.38,3226.88,2687.19,2847.5,4006.27,3996.11,4549.6,4390.76
Cot,Wht,,3847.35,1999.01,3456.11,2278.03,1989.73,1719.97,1094.41,2040.72,1324.49,1532.35,2723.53,3471.44,2848.69,3020.17,4323.76,4298.97,4879.46,4698.45
Cot,Wht,,3797.6,1971.21,3413.39,2249.64,1965.33,1699.82,1079.92,2022.09,1314.75,1517.76,2723.53,3463.93,2816.62,3015.29,4289.43,4271.21,4845.25,4678.56
Cot,Wht,,3836.62,1981.4,3439.75,2269.15,1987.51,1717.19,1095.24,2048.87,1331.97,1533.34,2738.52,3486.46,2860.15,3028.95,4331.48,4311.59,4904.02,4699.62
Cot,Wht,,3748.82,1948.97,3373.39,2223.03,1945.37,1688.7,1073.72,1999.2,1304.03,1497.54,2658.72,3377.95,2816.62,2987,4226.8,4198.86,4747.87,4589.65
Cot,Wht,,3602.5,1991.6,3334.3,2188.43,1869.21,1617.12,1026.11,1942.93,1217.29,1494.56,2680.14,3423.03,2565.77,2870.91,4233.66,4225.78,4761.03,4627.09
Cot,Wht,,3603.47,2012.91,3376.12,2205.28,1894.35,1631.71,1038.53,1960.78,1238.08,1501.85,2698.35,3428.87,2612.73,2948.95,4251.68,4246.81,4807.52,4634.11
Cot,Wht,,3610.3,2002.72,3378.84,2197.3,1894.35,1622.68,1030.67,1947.2,1224.11,1473.35,2701.03,3422.19,2566.92,2858.23,4098.09,4116.41,4795.24,4611.88
Cot,Wht,,3585.91,1992.52,3345.21,2189.32,1876.6,1616.42,1027.36,1948.36,1222.16,1502.18,2707.46,3450.57,2562.33,2920.66,4250.82,4253.54,4825.07,4653.99
Cot,Wht,,3551.77,1960.09,3253.4,2158.27,1829.28,1599.05,1012.45,1913.83,1175.7,1476.66,2602.48,3388.81,2495.9,2852.38,4155.58,4155.95,4641.72,4572.1
Cot,Wht,,3608.35,2011.99,3377.03,2202.62,1889.17,1623.37,1031.08,1949.53,1217.29,1462.08,2695.67,3429.7,2564.62,2846.53,4036.31,4082.76,4778.57,4622.41
Cot,Wht,,3621.03,1997.16,3357.94,2201.74,1890.65,1630.32,1036.05,1962.72,1229.96,1495.55,2712.28,3457.25,2588.68,2924.57,4201.91,4214.84,4818.93,4657.5
Cot,Wht,,3623.96,2010.13,3367.93,2206.17,1888.43,1628.24,1034.39,1962.72,1231.26,1507.82,2712.81,3458.08,2592.11,2927.49,4268.84,4272.89,4820.68,4663.35
Cot,Wht,,3601.52,2004.57,3367.03,2199.96,1890.65,1623.37,1032.74,1957.29,1231.58,1500.86,2705.31,3443.06,2578.37,2951.88,4238.81,4242.6,4815.42,4631.77
Cot,Wht,,3604.45,1996.23,3348.85,2191.09,1878.08,1621.29,1028.18,1944.48,1218.59,1489.26,2668.36,3404.66,2580.66,2868.96,4213.07,4208.95,4751.38,4604.86
Cot,Wht,,3685.41,1901.7,3292.49,2159.16,1896.57,1649.09,1047.22,1935.56,1246.85,1435.23,2559.1,3254.42,2714.68,2844.57,4007.13,4001.15,4547.85,4417.67
Cot,Wht,,2922.58,1502.27,2615.26,1733.36,1486.2,1353.04,846.47,1530.83,989.55,1180.33,1977.97,2497.37,2217.56,2306.1,3236.6,3168.28,3495.1,3551.92
Cot,Grn,,2670.9,1345.65,2411.64,1534.65,1297.65,1162.63,678.01,1307.7,511.67,814.73,2260.77,2914.71,867.09,895.51,2109.11,2571.81,3445.98,3725.07
Cot,Grn,,2938.19,1509.68,2665.26,1701.42,1461.06,1291.19,775.69,1466.8,681.25,968.53,2332.54,2990.66,1297.78,1323.76,2604.21,2952.91,3757.41,3892.37
Cot,Grn,,1735.4,860.96,1608.06,949.18,845.88,794.31,457.38,812.17,356.38,596.63,1274.73,1563.36,709.02,776.5,1398.64,1616.95,2001.96,2158.53
Cot,Grn,,2604.57,1314.14,2356.19,1492.96,1272.51,1149.43,676.35,1290.24,514.92,818.05,2227.56,2849.6,895.73,918.93,2179.47,2633.22,3489.84,3712.2
Cot,Grn,,3027.93,1559.73,2727.07,1755.53,1502.47,1325.24,801.77,1514.14,740.05,1015.6,2342.71,3006.52,1445.54,1473.01,2752.65,3050.5,3801.28,3928.64
Cot,Grn,,2631.88,1327.11,2380.73,1509.81,1282.12,1152.9,676.76,1298.39,513.62,818.71,2246.84,2880.48,881.98,910.15,2158.02,2623.13,3490.72,3725.07
Cot,Grn,,2844.54,1458.71,2552.54,1645.54,1393.77,1248.8,747.54,1413.25,641.29,926.43,2235.06,2894.67,1224.47,1237.92,2490.09,2836.81,3576.69,3768.36
Cot,Grn,,2678.71,1351.21,2434.37,1539.97,1311.7,1173.05,689.59,1322.84,525.64,833.96,2298.79,2947.26,892.29,923.8,2173.46,2629.86,3541.6,3773.03
Cot,Grn,,1769.55,879.49,1651.7,971.35,871.76,810.99,469.39,835.84,367.75,613.87,1326.15,1617.61,721.62,800.89,1438.11,1670.79,2088.82,2217.02
Cot,Grn,,1596.88,789.6,1495.34,863.13,781.55,738.72,422.2,735.73,331.37,563.82,1135.47,1364.7,675.81,775.53,1250.19,1440.28,1764.22,1912.84
Cot,Grn,,3047.44,1572.7,2764.34,1773.28,1527.61,1344.7,816.26,1537.81,757.6,1041.12,2379.13,3045.75,1482.19,1527.64,2817.86,3114.44,3888.13,3987.13
Cot,Grn,,2701.14,1362.33,2438,1554.17,1315.4,1183.48,696.63,1339.52,532.46,846.22,2296.12,2957.28,918.64,945.27,2225.8,2683.7,3545.99,3799.94
Cot,Grn,,2688.46,1359.55,2437.09,1549.73,1318.35,1186.26,698.29,1337.58,533.11,851.52,2314.33,2963.12,922.07,947.22,2267.85,2745.11,3627.57,3850.25
Cot,Grn,,2790.89,1410.52,2518.91,1612.71,1365.68,1224.48,721.05,1386.87,550.98,875.72,2403.24,3095.83,942.69,983.31,2314.18,2800.64,3719.69,3975.43
Cot,Grn,,2973.3,1538.41,2697.08,1736.02,1489.16,1326.63,800.94,1505.99,707.57,1005.32,2386.63,3057.44,1365.36,1368.63,2762.09,3119.49,3896.9,4011.7
Cot,Grn,,2766.5,1397.55,2508,1595.86,1356.06,1211.97,714.84,1375.61,547.73,869.76,2387.17,3069.12,931.24,974.53,2290.16,2767.83,3698.63,3929.81
Cot,Blu,,2776.25,1403.11,2513.45,1568.36,1259.94,1020.86,564.59,1211.08,449.29,910.52,2393.06,3067.45,638.01,1028.18,2748.36,3249.89,3946.91,3969.58
Cot,Blu,,2799.67,1416.08,2533.45,1584.33,1271.03,1029.2,569.14,1222.72,453.19,917.15,2423.05,3101.68,638.01,1017.45,2776.68,3290.27,3988.14,4012.87
Cot,Blu,,2875.76,1456.86,2586.17,1627.79,1298.39,1050.74,580.32,1251.83,459.37,929.09,2505.54,3202.67,640.3,1033.06,2807.57,3395.43,4197.81,4216.44
Cot,Blu,,2896.24,1467.98,2615.26,1642.88,1313.92,1056.3,584.04,1263.08,462.61,932.73,2539.81,3232.72,640.3,1034.04,2817.01,3439.17,4302.21,4285.47
Cot,Blu,,2831.86,1432.76,2553.45,1602.96,1282.12,1039.63,574.52,1236.69,455.79,923.78,2448.76,3149.25,642.59,1033.06,2823.01,3364.3,4077.62,4091.26
Cot,Blu,,2802.59,1417.94,2540.72,1586.99,1274.73,1031.29,570.39,1225.83,453.19,917.49,2421.98,3108.35,636.86,1031.11,2747.5,3251.57,3961.82,3997.66
Cot,Blu,,2795.76,1414.23,2527.09,1581.67,1266.6,1028.51,568.32,1218.84,451.24,920.47,2407.52,3086.65,639.15,1036.96,2773.24,3276.81,3957.43,3995.32
Cot,Blu,,2810.4,1422.57,2542.54,1588.76,1274.73,1031.29,570.8,1226.22,451.24,919.47,2424.12,3115.03,636.86,1019.4,2780.11,3307.09,4016.21,4026.91
Cot,Blu,,2913.8,1475.39,2628.9,1654.41,1319.09,1059.08,585.7,1275.5,463.59,922.46,2564.99,3280.3,635.72,997.94,2759.52,3413.94,4290.8,4284.3
Cot,Blu,,2811.37,1421.64,2542.54,1593.2,1274.73,1031.98,569.97,1226.99,454.82,916.49,2431.62,3106.68,640.3,1028.18,2767.24,3297,4004.81,4028.08
Cot,Blu,,2900.14,1471.69,2601.63,1644.65,1307.26,1058.39,584.46,1268.12,461.64,928.09,2552.13,3268.61,642.59,1005.75,2810.14,3443.38,4286.41,4320.56
Cot,Blu,,2826,1430.91,2553.45,1598.52,1280.65,1036.15,573.28,1233.2,453.84,922.13,2442.87,3133.39,639.15,1018.43,2796.41,3335.7,4049.55,4060.84
Cot,Blu,,2935.26,1487.44,2637.08,1664.16,1326.49,1067.42,589.84,1278.6,467.81,940.36,2568.74,3285.31,648.32,1044.77,2834.17,3452.64,4328.52,4343.96
Cot,Blu,,2940.14,1489.3,2646.17,1668.6,1330.19,1069.51,591.5,1283.26,474.63,945.66,2599.8,3302.83,656.33,1047.69,2868.49,3503.11,4385.55,4380.23
Cot,Blu,,2927.46,1485.59,2627.99,1661.5,1322.05,1068.81,591.91,1282.87,485.36,962.9,2583.73,3290.31,683.82,1124.76,2902.81,3509,4366.25,4374.38
Cot,Blu,,2799.67,1418.86,2527.09,1581.67,1272.51,1027.81,568.73,1218.45,452.22,916.49,2457.87,3106.68,646.02,1044.77,2826.44,3440.86,4236.41,4176.66
Cot,Blu,,2688.46,1346.58,2440.73,1533.76,1227.41,1005.57,555.07,1178.49,450.27,947.98,2172.93,2880.48,640.3,1222.31,2369.1,2553.3,3055.58,3384.62
Cot,Blu,,2654.32,1330.82,2427.09,1513.36,1225.93,996.54,549.69,1162.96,451.57,946.32,2152.58,2827.07,647.17,1270.11,2397.42,2595.37,3098.57,3367.07
Cot,Blu,,2584.08,1294.68,2358.01,1461.02,1180.09,964.57,531.48,1131.92,427.53,897.6,2111.87,2774.48,605.93,1133.54,2216.36,2418.7,2918.73,3241.89
Cot,Blu,,2461.17,1233.51,2248.93,1389.17,1119.46,927.74,509.54,1079.54,404.46,866.44,2006.36,2638.43,583.03,1091.59,2133.99,2311.85,2758.18,3097.98
Cot,Blu,,3043.54,1528.22,2767.98,1767.07,1439.62,1148.04,639.92,1321.67,568.2,1143.54,2420.38,3150.92,822.42,1731.52,3118.18,3299.52,3881.11,3920.45
Cot,Blu,,2491.41,1247.41,2280.74,1407.8,1137.94,937.47,516.16,1093.89,411.93,880.69,2019.21,2665.97,591.04,1125.73,2175.18,2343.82,2804.68,3116.7
Cot,Blu,,2890.39,1451.3,2631.63,1669.49,1365.68,1097.31,610.95,1248.72,536.36,1110.73,2270.41,2957.28,789.2,1673.97,3064.98,3186.79,3624.94,3670.08
Cot,Blu,,2536.28,1271.51,2330.74,1439.73,1169,953.45,526.51,1112.91,424.6,897.93,2051.35,2696.02,611.66,1164.75,2236.1,2427.11,2873.11,3165.84
Cot,Blu,,2672.85,1338.23,2426.19,1524.89,1216.32,998.62,548.86,1173.05,445.4,937.7,2158.47,2865.46,628.84,1196.95,2322.76,2509.55,3000.32,3351.86
Cot,Blu,,2604.57,1303.95,2383.46,1485.86,1206.7,984.03,544.31,1139.29,452.22,950.3,2093.12,2743.6,657.48,1305.23,2448.04,2602.1,3055.58,3289.85
Cot,Blu,,2768.45,1390.13,2518.91,1594.97,1291,1054.22,581.56,1206.04,497.38,1046.76,2202.92,2892.17,728.5,1511.06,2819.58,2944.5,3380.18,3543.73
Cot,Blu,,2641.64,1324.33,2400.73,1500.94,1212.62,993.76,547.62,1153.65,448.32,945.99,2110.26,2792.84,649.46,1264.26,2412.86,2591.16,3035.41,3300.38
Cot,Blu,,2538.23,1270.58,2291.65,1444.17,1151.99,961.79,528.17,1109.41,428.83,920.14,2010.64,2679.33,632.28,1210.6,2342.5,2485.16,2887.15,3189.24
Cot,Blk,,2907.95,1467.98,2621.63,1654.41,1313.18,1060.47,588.18,1292.57,468.14,891.3,2563.38,3286.14,644.88,971.6,2412.86,3127.06,4163.6,4264.41
